"link","course_id","course_name","term","time1"
"http://www.jhsph.edu/courses/course/21704/2015/318.867.01/mpp-graduate-policy-seminar","318.867.01","MPP GRADUATE POLICY SEMINAR","3rd","Thursday,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/21965/2015/300.651.81/introduction-to-the-u-s-healthcare-system","300.651.81","INTRODUCTION TO THE US HEALTHCARE SYSTEM","4th",NA
"http://www.jhsph.edu/courses/course/21903/2015/300.703.01/readings-in-health-services-research","300.703.01","READINGS IN HEALTH SERVICES RESEARCH","4th","Thursday,  1:30-4:20pm"
"http://www.jhsph.edu/courses/course/21821/2015/300.704.01/hpm-phd-capstone-course","300.704.01","HPM PHD CAPSTONE COURSE","4th","Wednesday,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21786/2015/300.714.01/policy-analysis-in-practice","300.714.01","POLICY ANALYSIS IN PRACTICE","4th","Friday,  1:30-4:30pm"
"http://www.jhsph.edu/courses/course/22125/2015/300.715.01/research-and-evaluation-methods-in-health-policy-ii","300.715.01","RESEARCH AND EVALUATION METHODS IN HEALTH POLICY II","4th","TuTh,  9:00-10:20am"
"http://www.jhsph.edu/courses/course/21979/2015/300.800.01/mph-capstone-health-policy-and-management","300.800.01","MPH CAPSTONE HEALTH POLICY AND MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/22035/2015/300.830.01/postdoctoral-research-health-policy-and-management","300.830.01","POSTDOCTORAL RESEARCH HEALTH POLICY AND MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/21929/2015/300.840.01/special-studies-and-research-in-health-policy-and-management","300.840.01","SPECIAL STUDIES AND  RESEARCH IN HEALTH POLICY AND MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/21805/2015/300.871.01/the-research-and-proposal-writing-process-ii","300.871.01","THE RESEARCH AND PROPOSAL WRITING PROCESS II","4th","Thursday,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/22019/2015/300.895.01/mph-practicum-hpm","300.895.01","MPH PRACTICUM: HPM","4th",NA
"http://www.jhsph.edu/courses/course/21817/2015/301.645.01/health-advocacy","301.645.01","HEALTH ADVOCACY","4th","Thursday,  5:30-8:00pm"
"http://www.jhsph.edu/courses/course/21921/2015/301.820.01/thesis-research-in-health-policy-and-management","301.820.01","THESIS RESEARCH IN HEALTH POLICY AND MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/21946/2015/301.861.01/graduate-seminar-in-health-and-public-policy","301.861.01","GRADUATE SEMINAR IN HEALTH AND PUBLIC POLICY","4th","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21756/2015/305.607.81/public-health-practice","305.607.81","PUBLIC HEALTH PRACTICE","4th",NA
"http://www.jhsph.edu/courses/course/21888/2015/305.623.01/fundamentals-of-clinical-preventive-medicine","305.623.01","FUNDAMENTALS OF CLINICAL PREVENTIVE MEDICINE","4th","Thursday,  5:30-8:30pm"
"http://www.jhsph.edu/courses/course/21609/2015/305.630.01/transportation-policy-and-health","305.630.01","TRANSPORTATION POLICY AND HEALTH","4th","Tuesday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21823/2015/305.861.01/graduate-seminar-in-injury-research-and-policy","305.861.01","GRADUATE SEMINAR IN INJURY RESEARCH AND POLICY","4th","Monday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21816/2015/306.655.01/ethical-issues-in-public-health","306.655.01","ETHICAL ISSUES IN PUBLIC HEALTH","4th","MW,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/22084/2015/306.660.01/legal-and-public-health-issues-in-the-regulation-of-intimacy","306.660.01","LEGAL AND PUBLIC HEALTH ISSUES IN THE REGULATION OF INTIMACY","4th","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/22085/2015/306.662.01/public-health-agencies-law-policy-and-practice","306.662.01","PUBLIC HEALTH AGENCIES: LAW, POLICY AND PRACTICE","4th","MW,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/21797/2015/306.663.01/legal-and-ethical-issues-in-health-services-management","306.663.01","LEGAL AND ETHICAL ISSUES IN HEALTH SERVICES MANAGEMENT","4th","Tuesday,  8:00-10:20am"
"http://www.jhsph.edu/courses/course/22038/2015/306.721.01/social-justice-theory-and-public-health","306.721.01","SOCIAL JUSTICE THEORY AND PUBLIC HEALTH","4th",NA
"http://www.jhsph.edu/courses/course/21966/2015/306.861.01/graduate-doctoral-seminar-in-bioethics","306.861.01","GRADUATE DOCTORAL SEMINAR IN BIOETHICS","4th",NA
"http://www.jhsph.edu/courses/course/22026/2015/306.864.01/fogarty-bioethics-fellows-seminar","306.864.01","FOGARTY BIOETHICS FELLOWS SEMINAR","4th","Thursday,  9:30-10:50am"
"http://www.jhsph.edu/courses/course/21803/2015/308.602.01/role-of-government-in-health-policy","308.602.01","ROLE OF GOVERNMENT IN HEALTH POLICY ","4th","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22100/2015/308.702.01/data-and-methods-for-studying-u-s-health-politics","308.702.01","DATA AND METHODS FOR STUDYING US HEALTH POLITICS","4th",NA
"http://www.jhsph.edu/courses/course/21833/2015/308.810.01/field-placement-health-policy-msph","308.810.01","FIELD PLACEMENT HEALTH POLICY-MSPH","4th",NA
"http://www.jhsph.edu/courses/course/22071/2015/308.851.01/phase-internship","308.851.01","PHASE INTERNSHIP","4th",NA
"http://www.jhsph.edu/courses/course/22198/2015/308.867.01/msph-seminar-in-health-policy","308.867.01","MSPH SEMINAR IN HEALTH POLICY","4th","Thursday,  3:30-4:20pm"
"http://www.jhsph.edu/courses/course/21887/2015/309.617.81/introduction-to-methods-for-health-services-research-and-evaluation-ii","309.617.81","INTRODUCTION TO METHODS FOR HEALTH  SERVICES RESEARCH AND EVALUATION II","4th",NA
"http://www.jhsph.edu/courses/course/21789/2015/309.718.01/applications-of-item-response-theory-irt-in-health-research-and-practice","309.718.01","APPLICATIONS OF ITEM RESPONSE THEORY (IRT) IN HEALTH RESEARCH AND PRACTICE","4th","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21757/2015/309.732.01/human-factors-in-patient-safety","309.732.01","HUMAN FACTORS IN PATIENT SAFETY","4th","MW,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/22014/2015/309.861.01/graduate-seminar-in-health-services-research-and-policy","309.861.01","GRADUATE SEMINAR IN HEALTH SERVICES RESEARCH AND POLICY","4th","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22133/2015/309.864.01/quality-patient-safety-and-outcomes-research-practicum","309.864.01","QUALITY, PATIENT SAFETY, AND OUTCOMES RESEARCH PRACTICUM","4th",NA
"http://www.jhsph.edu/courses/course/21990/2015/311.820.01/thesis-research-hpm-drph","311.820.01","THESIS RESEARCH HPM-DRPH","4th",NA
"http://www.jhsph.edu/courses/course/21995/2015/311.861.01/graduate-seminar-in-health-care-management-and-leadership","311.861.01","GRADUATE SEMINAR IN HEALTH CARE MANAGEMENT AND LEADERSHIP","4th",NA
"http://www.jhsph.edu/courses/course/22154/2015/312.603.81/fundamentals-of-budgeting-and-financial-management","312.603.81","FUNDAMENTALS OF BUDGETING AND FINANCIAL MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/21960/2015/312.621.01/strategic-planning","312.621.01","STRATEGIC PLANNING","4th","Wednesday,  3:30-6:20pm"
"http://www.jhsph.edu/courses/course/21958/2015/312.624.01/financial-management-in-health-care-ii","312.624.01","FINANCIAL MANAGEMENT IN HEALTH CARE II","4th","Monday,  2:30-4:50pm"
"http://www.jhsph.edu/courses/course/22011/2015/312.633.81/health-management-information-systems","312.633.81","HEALTH MANAGEMENT INFORMATION SYSTEMS","4th",NA
"http://www.jhsph.edu/courses/course/21936/2015/312.635.01/human-resources-in-health-organizations","312.635.01","HUMAN RESOURCES IN HEALTH ORGANIZATIONS","4th","Thursday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22092/2015/312.655.01/organizational-behavior-and-management","312.655.01","ORGANIZATIONAL BEHAVIOR AND MANAGEMENT","4th",NA
"http://www.jhsph.edu/courses/course/21809/2015/312.660.01/marketing-in-health-care-organizations","312.660.01","MARKETING IN HEALTH CARE ORGANIZATIONS","4th","Monday,  5:30-8:30pm"
"http://www.jhsph.edu/courses/course/22118/2015/312.670.01/negotiation-in-health-care-settings","312.670.01","NEGOTIATION IN HEALTH CARE SETTINGS","4th","Friday,  1:30-4:20pm"
"http://www.jhsph.edu/courses/course/21766/2015/312.810.01/field-placement-health-administration","312.810.01","FIELD PLACEMENT - HEALTH ADMINISTRATION","4th",NA
"http://www.jhsph.edu/courses/course/22047/2015/312.861.01/mha-case-competition","312.861.01","MHA CASE COMPETITION","4th",NA
"http://www.jhsph.edu/courses/course/21798/2015/312.862.01/mha-capstone","312.862.01","MHA CAPSTONE","4th",NA
"http://www.jhsph.edu/courses/course/21767/2015/312.867.01/mha-seminar-in-health-finance-and-management","312.867.01","MHA SEMINAR IN HEALTH FINANCE AND MANAGEMENT","4th","MW,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/22113/2015/312.869.01/healthcare-consulting-practicum","312.869.01","HEALTHCARE CONSULTING PRACTICUM","4th",NA
"http://www.jhsph.edu/courses/course/22058/2015/313.632.01/economic-evaluation-iii","313.632.01","ECONOMIC EVALUATION III","4th","WF,  10:30-11:50am"
"http://www.jhsph.edu/courses/course/22079/2015/313.645.01/health-economics-iii","313.645.01","HEALTH ECONOMICS III","4th","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/21788/2015/313.656.01/microeconomic-models-in-public-health-iv","313.656.01","MICROECONOMIC MODELS IN PUBLIC HEALTH IV","4th","Friday,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/21790/2015/313.790.81/introduction-to-economic-evaluation","313.790.81","INTRODUCTION TO ECONOMIC EVALUATION","4th",NA
"http://www.jhsph.edu/courses/course/22008/2015/313.861.01/public-health-economics-seminar","313.861.01","PUBLIC HEALTH ECONOMICS SEMINAR","4th","Friday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/21802/2015/315.709.81/health-sciences-informatics-knowledge-engineering-and-decision-support","315.709.81","HEALTH SCIENCES INFORMATICS, KNOWLEDGE ENGINEERING AND DECISION SUPPORT","4th",NA
"http://www.jhsph.edu/courses/course/22068/2015/315.862.01/public-health-informatics-certificate-practicum","315.862.01","PUBLIC HEALTH INFORMATICS CERTIFICATE PRACTICUM","4th",NA
"http://www.jhsph.edu/courses/course/22039/2015/317.610.81/risk-policy-management-and-communication","317.610.81","RISK POLICY, MANAGEMENT AND COMMUNICATION","4th",NA
"http://www.jhsph.edu/courses/course/21953/2015/317.615.01/topics-in-risk-assessment","317.615.01","TOPICS IN RISK ASSESSMENT","4th","Monday,  5:00-6:30pm"
"http://www.jhsph.edu/courses/course/22087/2015/318.613.01/statistical-analysis-for-policy-making-iv","318.613.01","STATISTICAL ANALYSIS FOR POLICY MAKING IV","4th","Wednesday,  5:30-8:30pm"
"http://www.jhsph.edu/courses/course/22088/2015/318.622.01/data-analysis-workshop-in-public-policy-ii","318.622.01","DATA ANALYSIS WORKSHOP IN PUBLIC POLICY II","4th","Monday,  3:30-6:30pm"
"http://www.jhsph.edu/courses/course/22127/2015/318.625.01/management-of-nonprofit-organizations","318.625.01","MANAGEMENT OF NONPROFIT ORGANIZATIONS","4th","Wednesday,  5:30-8:30pm"
"http://www.jhsph.edu/courses/course/22137/2015/318.630.01/public-schooling-in-the-u-s-policy-s-role-in-shaping-its-k-12-educational-institutions","318.630.01","PUBLIC SCHOOLING IN THE US: POLICY'S ROLE IN SHAPING ITS K- EDUCATIONAL INSTITUTIONS","4th","Thursday,  3:30-6:20pm"
"http://www.jhsph.edu/courses/course/22124/2015/318.634.01/quantitative-approaches-to-public-policy-ii","318.634.01","QUANTITATIVE APPROACHES TO PUBLIC POLICY II","4th","Thursday,  5:30-8:30pm"
"http://www.jhsph.edu/courses/course/21758/2015/318.655.01/adolescents-crime-and-justice-ii","318.655.01","ADOLESCENTS, CRIME AND JUSTICE II","4th","Monday,  3:30-6:20pm"
"http://www.jhsph.edu/courses/course/22138/2015/318.864.01/current-issues-in-policy-analysis","318.864.01","CURRENT ISSUES IN POLICY ANALYSIS","4th","Thursday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/22120/2015/319.600.94/quality-management-in-health-care","319.600.94","QUALITY MANAGEMENT IN HEALTH CARE","4th",NA
"http://www.jhsph.edu/courses/course/22121/2015/319.601.94/health-information-management-and-decision-making","319.601.94","HEALTH INFORMATION MANAGEMENT AND DECISION-MAKING","4th",NA
"http://www.jhsph.edu/courses/course/23046/2015/319.609.94/managing-non-governmental-organizations-in-the-health-sector","319.609.94","MANAGING NON-GOVERNMENTAL ORGANIZATIONS IN THE HEALTH SECTOR","4th",NA
"http://www.jhsph.edu/courses/course/20688/2015/300.603.01/the-tools-of-public-health-practice-and-decision-making","300.603.01","THE TOOLS OF PUBLIC HEALTH PRACTICE AND DECISION MAKING","Summer",NA
"http://www.jhsph.edu/courses/course/20704/2015/300.610.01/public-health-policy","300.610.01","PUBLIC HEALTH POLICY","Summer","TuTh,  9:00-10:50am"
"http://www.jhsph.edu/courses/course/21763/2015/300.615.81/the-tools-of-public-health-practice","300.615.81","THE TOOLS OF PUBLIC HEALTH PRACTICE","Summer",NA
"http://www.jhsph.edu/courses/course/20663/2015/300.800.01/mph-capstone-health-policy-and-management","300.800.01","MPH CAPSTONE HEALTH POLICY AND MANAGEMENT","Summer",NA
"http://www.jhsph.edu/courses/course/20685/2015/300.840.01/special-studies-and-research-in-health-policy-and-management","300.840.01","SPECIAL STUDIES AND  RESEARCH IN HEALTH POLICY AND MANAGEMENT","Summer",NA
"http://www.jhsph.edu/courses/course/20698/2015/300.895.01/mph-practicum-hpm","300.895.01","MPH PRACTICUM: HPM","Summer",NA
"http://www.jhsph.edu/courses/course/20686/2015/301.820.01/thesis-research-in-health-policy-and-management","301.820.01","THESIS RESEARCH IN HEALTH POLICY AND MANAGEMENT","Summer",NA
"http://www.jhsph.edu/courses/course/20705/2015/306.601.01/introduction-to-bioethics-in-public-health-practice-and-research","306.601.01","INTRODUCTION TO BIOETHICS IN PUBLIC HEALTH PRACTICE AND RESEARCH","Summer",NA
"http://www.jhsph.edu/courses/course/20681/2015/313.687.81/obesity-economics","313.687.81","OBESITY ECONOMICS","Summer",NA
"http://www.jhsph.edu/courses/course/20684/2015/315.862.01/public-health-informatics-certificate-practicum","315.862.01","PUBLIC HEALTH INFORMATICS CERTIFICATE PRACTICUM","Summer",NA
"http://www.jhsph.edu/courses/course/20706/2015/319.606.94/health-economics-and-cost-effectiveness","319.606.94","HEALTH ECONOMICS AND COST EFFECTIVENESS","Summer",NA
"http://www.jhsph.edu/courses/course/22165/2015/319.607.94/human-resources-management-for-health","319.607.94","HUMAN RESOURCES MANAGEMENT FOR HEALTH","Summer",NA
"http://www.jhsph.edu/courses/course/21041/2015/300.868.11/ss-r-public-health-in-film-and-television","300.868.11","SS/R: PUBLIC HEALTH IN FILM AND TELEVISION","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21037/2015/301.772.11/making-effective-public-presentations","301.772.11","MAKING EFFECTIVE PUBLIC PRESENTATIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20607/2015/305.670.11/principles-and-practice-of-injury-prevention","305.670.11","PRINCIPLES AND PRACTICE OF INJURY PREVENTION","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20567/2015/305.865.11/advanced-seminar-in-injury-prevention","305.865.11","ADVANCED SEMINAR IN INJURY PREVENTION","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21038/2015/308.604.11/effective-writing-for-public-health-change","308.604.11","EFFECTIVE WRITING FOR PUBLIC HEALTH CHANGE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21382/2015/308.607.11/public-health-in-film-and-television","308.607.11","PUBLIC HEALTH IN FILM AND TELEVISION","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21039/2015/309.621.11/health-care-workforce-policy-and-management","309.621.11","HEALTH CARE WORKFORCE POLICY AND MANAGEMENT","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21036/2015/309.731.11/patient-safety-in-developing-countries","309.731.11","PATIENT SAFETY IN DEVELOPING COUNTRIES","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/20625/2015/311.615.11/quality-of-medical-care","311.615.11","QUALITY OF MEDICAL CARE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21042/2015/312.603.11/fundamentals-of-budgeting-and-financial-management","312.603.11","FUNDAMENTALS OF BUDGETING AND FINANCIAL MANAGEMENT","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21043/2015/312.610.11/foundations-of-organizational-leadership","312.610.11","FOUNDATIONS OF ORGANIZATIONAL LEADERSHIP","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21032/2015/312.620.11/performance-measurement-in-health-care","312.620.11","PERFORMANCE MEASUREMENT IN HEALTH CARE","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21034/2015/312.621.11/strategic-planning","312.621.11","STRATEGIC PLANNING","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21040/2015/312.635.11/human-resources-in-health-organizations","312.635.11","HUMAN RESOURCES IN HEALTH ORGANIZATIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21375/2015/312.636.11/supply-chain-management","312.636.11","SUPPLY CHAIN MANAGEMENT","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21033/2015/312.660.11/marketing-in-health-care-organizations","312.660.11","MARKETING IN HEALTH CARE ORGANIZATIONS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21035/2015/313.793.11/extended-exercises-in-cost-effectiveness","313.793.11","EXTENDED EXERCISES IN COST EFFECTIVENESS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21390/2015/315.600.11/concepts-theories-and-current-trends-in-health-informatics","315.600.11","CONCEPTS, THEORIES, AND CURRENT TRENDS IN HEALTH INFORMATICS","Summer Inst.",NA
"http://www.jhsph.edu/courses/course/21406/2015/301.692.51/the-role-of-community-based-organizations-cbos-and-non-governmental-organizations-ngos-in-improving-global-public-health","301.692.51","THE ROLE OF COMMUNITY-BASED ORGANIZATIONS (CBOS) AND NON-GOVERNMENTAL ORGANIZATIONS (NGOS) IN IMPROVING GLOBAL PUBLIC HEALTH","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22361/2015/301.771.51/case-studies-in-communicating-with-the-media","301.771.51","CASE STUDIES IN COMMUNICATING WITH THE MEDIA","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22302/2015/301.772.51/making-effective-public-presentations","301.772.51","MAKING EFFECTIVE PUBLIC PRESENTATIONS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22366/2015/305.605.51/public-health-policy-the-intersection-of-science-and-politics","305.605.51","PUBLIC HEALTH POLICY: THE INTERSECTION OF SCIENCE AND POLITICS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22299/2015/308.680.51/health-care-and-congress-perspective-from-k-street","308.680.51","HEALTH CARE AND CONGRESS: PERSPECTIVE FROM K STREET","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22300/2015/309.600.13/evaluating-quality-improvement-and-patient-safety-programs","309.600.13","EVALUATING QUALITY IMPROVEMENT AND PATIENT SAFETY PROGRAMS","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22301/2015/309.609.13/palliative-and-hospice-care-quality-of-care-and-health-policy","309.609.13","PALLIATIVE AND HOSPICE CARE: QUALITY OF CARE AND HEALTH POLICY","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/22369/2015/315.863.51/ss-r-hit-policy-for-value-based-healthcare","315.863.51","SS/R: HIT POLICY FOR VALUE-BASED HEALTHCARE ","Winter Inst.",NA
"http://www.jhsph.edu/courses/course/20876/2015/220.601.01/introduction-to-international-health","220.601.01","INTRODUCTION TO INTERNATIONAL HEALTH","1st","TuTh,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/22170/2015/220.601.60/introduction-to-international-health","220.601.60","INTRODUCTION TO INTERNATIONAL HEALTH","1st","TuTh,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/20992/2015/220.605.01/doctoral-seminar-in-international-health-i","220.605.01","DOCTORAL SEMINAR IN INTERNATIONAL HEALTH I","1st","TuTh,  1:30-2:50pm"
"http://www.jhsph.edu/courses/course/20743/2015/220.800.01/mph-capstone-international-health","220.800.01","MPH CAPSTONE INTERNATIONAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20849/2015/220.810.01/field-placement-drph-program-international-health","220.810.01","FIELD PLACEMENT DRPH PROGRAM INTERNATIONAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20791/2015/220.820.01/thesis-research-drph-program-international-health","220.820.01","THESIS RESEARCH DRPH PROGRAM INTERNATIONAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20793/2015/220.840.01/special-studies-and-research-drph-program-international-health","220.840.01","SPECIAL STUDIES AND RESEARCH DRPH PROGRAM INTERNATIONAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20934/2015/220.895.01/mph-practicum-international-health","220.895.01","MPH PRACTICUM: INTERNATIONAL HEALTH","1st",NA
"http://www.jhsph.edu/courses/course/20975/2015/221.602.60/applications-in-managing-health-organizations-in-low-and-middle-income-countries","221.602.60","APPLICATIONS IN MANAGING HEALTH ORGANIZATIONS IN LOW AND MIDDLE INCOME COUNTRIES","1st","Thursday,  8:30-10:20am"
"http://www.jhsph.edu/courses/course/20883/2015/221.613.01/introduction-to-humanitarian-emergencies","221.613.01","INTRODUCTION TO HUMANITARIAN EMERGENCIES","1st","Tuesday,  5:00-6:50pm"
"http://www.jhsph.edu/courses/course/20772/2015/221.619.01/introduction-to-microeconomics","221.619.01","INTRODUCTION TO MICROECONOMICS","1st","TuTh,  3:30-4:50pm"
"http://www.jhsph.edu/courses/course/20885/2015/221.639.81/health-care-in-humanitarian-emergencies","221.639.81","HEALTH CARE IN HUMANITARIAN EMERGENCIES","1st",NA
"http://www.jhsph.edu/courses/course/20851/2015/221.722.01/quality-assurance-management-methods-for-developing-countries","221.722.01","QUALITY ASSURANCE MANAGEMENT METHODS FOR DEVELOPING COUNTRIES","1st","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20831/2015/221.722.81/quality-assurance-management-methods-for-developing-countries","221.722.81","QUALITY ASSURANCE MANAGEMENT METHODS FOR DEVELOPING COUNTRIES","1st",NA
"http://www.jhsph.edu/courses/course/20842/2015/221.810.01/field-placement-health-systems","221.810.01","FIELD PLACEMENT HEALTH SYSTEMS","1st",NA
"http://www.jhsph.edu/courses/course/20865/2015/221.820.01/thesis-research-health-systems","221.820.01","THESIS RESEARCH HEALTH SYSTEMS","1st",NA
"http://www.jhsph.edu/courses/course/20891/2015/221.830.01/postdoctoral-research-health-systems","221.830.01","POSTDOCTORAL RESEARCH HEALTH SYSTEMS","1st",NA
"http://www.jhsph.edu/courses/course/20889/2015/221.840.01/special-studies-and-research-health-systems","221.840.01","SPECIAL STUDIES AND RESEARCH HEALTH SYSTEMS","1st",NA
"http://www.jhsph.edu/courses/course/20894/2015/221.860.01/health-systems-program-seminar","221.860.01","HEALTH SYSTEMS PROGRAM SEMINAR","1st","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20778/2015/222.641.60/principles-of-human-nutrition-in-public-health","222.641.60","PRINCIPLES OF HUMAN NUTRITION IN PUBLIC HEALTH","1st","MW,  1:30-3:20pm"
"http://www.jhsph.edu/courses/course/20792/2015/222.657.01/food-and-nutrition-policy","222.657.01","FOOD AND NUTRITION POLICY","1st","Monday,  3:30-5:20pm"
"http://www.jhsph.edu/courses/course/20783/2015/222.658.01/critical-thinking-in-nutrition","222.658.01","CRITICAL THINKING IN NUTRITION","1st","Friday,  1:30-2:20pm"
"http://www.jhsph.edu/courses/course/20892/2015/222.810.01/field-placement-human-nutrition","222.810.01","FIELD PLACEMENT HUMAN NUTRITION","1st",NA
"http://www.jhsph.edu/courses/course/22199/2015/222.815.01/human-nutrition-registered-dietitian-rd-program-practicum","222.815.01","HUMAN NUTRITION - REGISTERED DIETITIAN (RD) PROGRAM PRACTICUM","1st",NA
"http://www.jhsph.edu/courses/course/20779/2015/222.820.01/thesis-research-human-nutrition","222.820.01","THESIS RESEARCH HUMAN NUTRITION","1st",NA
"http://www.jhsph.edu/courses/course/20780/2015/222.830.01/postdoctoral-research-human-nutrition","222.830.01","POSTDOCTORAL RESEARCH HUMAN NUTRITION","1st",NA
"http://www.jhsph.edu/courses/course/20781/2015/222.840.01/special-studies-and-research-human-nutrition","222.840.01","SPECIAL STUDIES AND RESEARCH HUMAN NUTRITION","1st",NA
"http://www.jhsph.edu/courses/course/20782/2015/222.860.01/graduate-nutrition-seminar","222.860.01","GRADUATE NUTRITION SEMINAR","1st","Tuesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20898/2015/222.861.01/doctoral-seminar-in-proposal-development","222.861.01","DOCTORAL SEMINAR IN PROPOSAL DEVELOPMENT","1st",NA
"http://www.jhsph.edu/courses/course/20738/2015/223.672.81/data-mgmt-methods-in-health-research-studies","223.672.81","DATA MGMT METHODS IN HEALTH RESEARCH STUDIES","1st",NA
"http://www.jhsph.edu/courses/course/20784/2015/223.810.01/field-placement-disease-control","223.810.01","FIELD PLACEMENT DISEASE CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20967/2015/223.810.81/field-placement-disease-control","223.810.81","FIELD PLACEMENT DISEASE CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20785/2015/223.820.01/thesis-research-disease-control","223.820.01","THESIS RESEARCH DISEASE CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20786/2015/223.830.01/postdoctoral-research-disease-control","223.830.01","POSTDOCTORAL RESEARCH DISEASE CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20787/2015/223.840.01/special-studies-and-research-disease-control","223.840.01","SPECIAL STUDIES AND RESEARCH DISEASE CONTROL","1st",NA
"http://www.jhsph.edu/courses/course/20899/2015/223.860.01/global-disease-epidemiology-and-control-program-seminar","223.860.01","GLOBAL DISEASE EPIDEMIOLOGY AND CONTROL PROGRAM SEMINAR","1st","Monday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20904/2015/223.861.01/global-disease-epidemiology-and-control-program-doctoral-seminar","223.861.01","GLOBAL DISEASE EPIDEMIOLOGY AND CONTROL PROGRAM DOCTORAL SEMINAR","1st","Wednesday,  12:00-1:20pm"
"http://www.jhsph.edu/courses/course/20873/2015/224.810.01/field-placement-social-and-behavioral-interventions","224.810.01","FIELD PLACEMENT SOCIAL AND BEHAVIORAL INTERVENTIONS","1st",NA
"http://www.jhsph.edu/courses/course/20871/2015/224.820.01/thesis-research-social-and-behavioral-interventions","224.820.01","THESIS RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","1st",NA
"http://www.jhsph.edu/courses/course/20874/2015/224.830.01/postdoctoral-research-social-and-behavioral-interventions","224.830.01","POSTDOCTORAL RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","1st",NA
"http://www.jhsph.edu/courses/course/20875/2015/224.840.01/special-studies-and-research-social-and-behavioral-interventions","224.840.01","SPECIAL STUDIES AND RESEARCH SOCIAL AND BEHAVIORAL INTERVENTIONS","1st",NA
